Year,Julian.date,Date,WESA,DUNL,Year.factor,log.WESA,log.DUNL,DOY.c,Discharge,amp,IR,avg.temp.day,avg.wind.dir,avg.wind.spd,Windspd,WindDir,WindDeg,Total.Precip..mm.,MERL,PEFA,presence,DOY,Year.fac
2018,120,30/04/2018,24335.06233,2397.937666,2018,10.09971458,7.782781279,0,4780,3.31,0.2728625,11.25833333,25.5,9.625,9.625,-1.832595715,-105,0,0,1,1,120,2018
2018,121,01/05/2018,NA,NA,2018,NA,NA,1,5460,3.43,0.366445833,11.11666667,24.95833333,10.70833333,10.70833333,-1.927134382,-110.4166667,0,NA,NA,NA,121,2018
2018,122,02/05/2018,NA,NA,2018,NA,NA,2,5920,3.59,0.39543125,12.09583333,18.16666667,8.833333333,8.833333333,-3.112503833,-178.3333333,0,NA,NA,NA,122,2018
2018,123,03/05/2018,10923.26695,526.7330498,2018,9.298741919,6.268590568,3,6120,3.47,0.34713125,14.85833333,12.79166667,11.25,11.25,2.232567002,127.9166667,0,NA,NA,NA,123,2018
2018,124,04/05/2018,NA,NA,2018,NA,NA,4,6350,3.3,0.184197917,12.17083333,17.54166667,15.70833333,15.70833333,3.061598396,175.4166667,0,NA,NA,NA,124,2018
2018,125,05/05/2018,NA,NA,2018,NA,NA,5,6590,3.13,0.40879375,12.45,27.95833333,12.08333333,12.08333333,-1.403535607,-80.41666667,0,NA,NA,NA,125,2018
2018,126,06/05/2018,NA,NA,2018,NA,NA,6,6990,2.84,0.374508333,15.55833333,24.04166667,11.33333333,11.33333333,-2.087122897,-119.5833333,0.4,NA,NA,NA,126,2018
2018,127,07/05/2018,NA,NA,2018,NA,NA,7,7510,2.62,0.328745833,14.74166667,13.83333333,15.875,15.875,2.414372132,138.3333333,0,NA,NA,NA,127,2018
2018,128,08/05/2018,2192.080365,32.91963486,2018,7.693062394,3.523994046,8,7830,2.33,0.288129167,14.88333333,23,10.5,10.5,-2.268928028,-130,0,NA,NA,NA,128,2018
2018,129,09/05/2018,NA,NA,2018,NA,NA,9,8280,2.3,0.305422917,15.00416667,17.83333333,12.20833333,12.20833333,3.112503833,178.3333333,1,NA,NA,NA,129,2018
2018,130,10/05/2018,NA,NA,2018,NA,NA,10,8590,2.1,0.329760417,12.39166667,19.375,14.16666667,14.16666667,-2.901609881,-166.25,0,NA,NA,NA,130,2018
2018,131,11/05/2018,NA,NA,2018,NA,NA,11,8860,2.2,0.392679167,13.3,18.58333333,9.625,9.625,-3.039781781,-174.1666667,0,NA,NA,NA,131,2018
2018,132,12/05/2018,NA,NA,2018,NA,NA,12,9270,2.46,0.398935417,14.7375,25.91666667,17.125,17.125,-1.759873662,-100.8333333,0,NA,NA,NA,132,2018
2018,133,13/05/2018,NA,NA,2018,NA,NA,13,9600,2.85,0.387583333,16.7125,28.625,16.75,16.75,-1.287180323,-73.75,0,NA,NA,NA,133,2018
2018,134,14/05/2018,NA,NA,2018,NA,NA,14,9850,3.25,0.395260417,18.80833333,23.20833333,6.333333333,6.333333333,-2.232567002,-127.9166667,0,NA,NA,NA,134,2018
2018,135,15/05/2018,NA,NA,2018,NA,NA,15,10200,3.58,0.389777083,18.04583333,14.70833333,10.625,10.625,2.567088441,147.0833333,0,NA,NA,NA,135,2018
2019,105,15/04/2019,6283.287467,31449.71253,2019,8.745807744,10.35617692,-15,1700,3.15,NA,7.795833333,18.75,14.75,14.75,-3.010693,-172.5,0,1,1,1,105,2019
2019,106,16/04/2019,9381.663664,31118.33634,2019,9.146618974,10.34558465,-14,1750,3.22,NA,8.4625,11.08333333,10.33333333,10.33333333,1.934407,110.83333,0.4,1,0,1,106,2019
2019,107,17/04/2019,9839.268616,22085.73138,2019,9.194238288,10.00273232,-13,1840,3.01,NA,11.37083333,10.125,11.70833333,11.70833333,1.767146,101.25,1.6,NA,NA,NA,107,2019
2019,108,18/04/2019,14751.11143,22881.88857,2019,9.599141499,10.03814469,-12,1930,3.04,NA,10.67916667,6.916666667,15.25,15.25,1.207186,69.16667,27,NA,NA,NA,108,2019
2019,109,19/04/2019,28238.07465,30911.92535,2019,10.24846192,10.33892967,-11,2000,3.34,NA,11.125,24,18.79166667,18.79166667,-2.094395,-120,1.6,NA,NA,NA,109,2019
2019,110,20/04/2019,32753.69519,25839.30481,2019,10.3968016,10.15969075,-10,2100,3.59,NA,10.25416667,25.95833333,21.95833333,21.95833333,-1.752601,-100.41667,0,NA,NA,NA,110,2019
2019,111,21/04/2019,45237.43262,26263.56738,2019,10.71970228,10.17597606,-9,2190,3.69,NA,11.03333333,10.79166667,18.54166667,18.54166667,1.883501,107.91667,0,2,0,1,111,2019
2019,112,22/04/2019,51590.47846,22509.52154,2019,10.85111179,10.0217381,-8,2280,3.65,NA,9.829166667,8.291666667,15.66666667,15.66666667,1.447169,82.91667,12.8,1,1,1,112,2019
2019,113,23/04/2019,65101.20926,21798.79074,2019,11.08371376,9.98965565,-7,2380,3.6,NA,11.28333333,19.83333333,14.25,14.25,-2.821616,-161.66667,0,NA,NA,NA,113,2019
2019,114,24/04/2019,90976.11624,23873.88376,2019,11.41836328,10.0805823,-6,2480,3.42,NA,9.666666667,28.08333333,20.29166667,20.29166667,-1.381719,-79.16667,0,0,2,1,114,2019
2019,115,25/04/2019,119461.1667,25088.8333,2019,11.690755,10.130218,-5,2560,3.14,NA,9.333333333,27.95833333,17.58333333,17.58333333,-1.403536,-80.41667,0,2,2,1,115,2019
2019,116,26/04/2019,64678.5934,11101.4066,2019,11.07720103,9.314917175,-4,2650,2.89,NA,10.12083333,27.625,17.91666667,17.91666667,-1.461713,-83.75,0,0,2,1,116,2019
2019,117,27/04/2019,100328.2369,14371.76308,2019,11.51621243,9.573090242,-3,2760,2.54,NA,9.329166667,28.5,42.16666667,42.16666667,-1.308997,-75,0,0,2,1,117,2019
2019,118,28/04/2019,81678.3107,9971.689301,2019,11.31055601,9.207605566,-2,2890,2.32,NA,9.170833333,24.29166667,12.29166667,12.29166667,-2.04349,-117.08333,0,NA,NA,NA,118,2019
2019,119,29/04/2019,75118.41361,7981.586386,2019,11.22683431,8.985017746,-1,3000,2.14,NA,10.15833333,26.25,14.375,14.375,-1.701696,-97.5,0,0,2,1,119,2019
2019,120,30/04/2019,61462.80856,5804.191442,2019,11.0262038,8.666507872,0,3120,1.98,NA,11.22916667,19.04166667,10.25,10.25,-2.959788,-169.58333,0,NA,NA,NA,120,2019
2019,121,01/05/2019,51210.82113,4389.178867,2019,10.84372567,8.38712525,1,3240,2.06,NA,12.28333333,13.875,14.79166667,14.79166667,2.421644,138.75,0,NA,NA,NA,121,2019
2019,122,02/05/2019,44513.97122,3536.028776,2019,10.70358084,8.171042325,2,3330,2.4,NA,12.12916667,12.5,12.29166667,12.29166667,2.181662,125,0,0,1,1,122,2019
2019,123,03/05/2019,50084.46978,3765.530218,2019,10.82148622,8.23390949,3,3430,2.74,NA,11.63333333,20.66666667,10.25,10.25,-2.676172,-153.33333,0,NA,NA,NA,123,2019
2019,124,04/05/2019,36497.84112,2652.158875,2019,10.50503579,7.883506237,4,3520,2.93,NA,11.77916667,23.375,9.166666667,9.166666667,-2.203478,-126.25,0,0,1,1,124,2019
2019,125,05/05/2019,31911.28531,2288.714692,2019,10.37074633,7.7361825,5,3610,3.29,NA,12.77916667,25.95833333,21.25,21.25,-1.752601,-100.41667,0,1,1,1,125,2019
2019,126,06/05/2019,26609.44803,1923.551967,2019,10.1890592,7.562448475,6,3730,3.55,NA,13.6875,29.375,20.41666667,20.41666667,-1.156281,-66.25,0,NA,NA,NA,126,2019
2019,127,07/05/2019,22384.50995,1665.490052,2019,10.01616915,7.418474928,7,3830,3.76,NA,13.62083333,29.79166667,25.54166667,25.54166667,-1.083559,-62.08333,0,NA,NA,NA,127,2019
2019,128,08/05/2019,23835.94422,1864.055776,2019,10.07899193,7.531046239,8,3930,3.83,NA,13.7375,29.95833333,20.125,20.125,-1.05447,-60.41667,0,0,1,1,128,2019
2019,129,09/05/2019,7565.000624,634.9993761,2019,8.931419888,6.455197582,9,4050,3.78,NA,15.85,28.375,14.91666667,14.91666667,-1.330814,-76.25,0,0,1,1,129,2019
2019,130,10/05/2019,2499.074559,229.9254411,2019,7.824075834,5.442094892,10,4150,3.68,NA,17.10416667,26.95833333,6.958333333,6.958333333,-1.578069,-90.41667,0,NA,NA,NA,130,2019
2019,131,11/05/2019,NA,NA,2019,NA,NA,11,4280,3.32,NA,16.65416667,25.375,9.5,9.5,-1.854412,-106.25,0,NA,NA,NA,131,2019
2019,132,12/05/2019,NA,NA,2019,NA,NA,12,4420,3.21,NA,13.63333333,18.45833333,15.875,15.875,-3.061598,-175.41667,0,NA,NA,NA,132,2019
2019,133,13/05/2019,57.14810818,7.851891824,2019,4.062993345,2.180631202,13,4550,2.94,NA,12.8625,12.25,12.41666667,12.41666667,2.138028,122.5,0,NA,NA,NA,133,2019
2019,134,14/05/2019,NA,NA,2019,NA,NA,14,4690,2.67,NA,12.11666667,11.54166667,14,14,2.014401,115.41667,9.4,NA,NA,NA,134,2019
2019,135,15/05/2019,NA,NA,2019,NA,NA,15,4830,2.75,NA,13.9625,19.125,17.75,17.75,-2.945243,-168.75,1.6,NA,NA,NA,135,2019
