original_location_name,cleaned,station_n,station_s,sub_location,mumblies_yn,mud_yn,marsh_yn,tide_edge_yn,flying_yn
Bruns.corner & W end mumblies(mid to tide edge),Brunswick Point (west end mumblies - tide edge),Brunswick Point,,west end mumblies - tide edge,TRUE,FALSE,FALSE,TRUE,FALSE
Bruns.corner along marsh edge to far tide edge,Brunswick Point (marsh - tide edge),Brunswick Point,,marsh - tide edge,FALSE,FALSE,TRUE,TRUE,FALSE
Bruns.corner and west end mumbies,Brunswick Point (west end mumblies),Brunswick Point,,west end mumblies,TRUE,FALSE,FALSE,FALSE,FALSE
Bruns.corner and west end mumblies,Brunswick Point (west end mumblies),Brunswick Point,,west end mumblies,TRUE,FALSE,FALSE,FALSE,FALSE
Bruns.corner and west end mumblies(tide edge),Brunswick Point (west end mumblies - tide edge),Brunswick Point,,west end mumblies - tide edge,TRUE,FALSE,FALSE,TRUE,FALSE
Bruns.corner to pilings,Pilings to Brunswick Point,Brunswick Point,Pilings,,FALSE,FALSE,FALSE,FALSE,FALSE
Bruns.corner(far water edge),Brunswick Point (tide edge),Brunswick Point,,tide edge,FALSE,FALSE,FALSE,TRUE,FALSE
Bruns.dike.,Brunswick dike,Brunswick dike,,,FALSE,FALSE,FALSE,FALSE,FALSE
Bruns.outer edge,Brunswick Point,Brunswick Point,,,FALSE,FALSE,FALSE,FALSE,FALSE
Bruns.Point marsh tip,Brunswick Point (marsh tip),Brunswick Point,,marsh tip,FALSE,FALSE,TRUE,FALSE,FALSE
Bruns.Point tip,Brunswick Point (marsh tip),Brunswick Point,,marsh tip,FALSE,FALSE,TRUE,FALSE,FALSE
Bruns.Pt.,Brunswick Point,Brunswick Point,,,FALSE,FALSE,FALSE,FALSE,FALSE
Bruns.Pt.(fly),Brunswick Point (flying),Brunswick Point,,flying,FALSE,FALSE,FALSE,FALSE,TRUE
BrunsCorner-mud islet,Brunswick Point (mud islet),Brunswick Point,,mud islet,FALSE,TRUE,FALSE,FALSE,FALSE
BrunsPt corner-tide and marsh edge,Brunswick Point (marsh - tide edge),Brunswick Point,,marsh - tide edge,FALSE,FALSE,TRUE,TRUE,FALSE
BrunsPt corner-west end mumblies (mudislet),Brunswick Point (mud islet - west end mumblies),Brunswick Point,,west end mumblies - mud islet,TRUE,TRUE,FALSE,FALSE,FALSE
BrunsPt corner-west end mumblies (tide edge),Brunswick Point (west end mumblies - tide edge),Brunswick Point,,west end mumblies - tide edge,TRUE,FALSE,FALSE,TRUE,FALSE
Brunswick area,Brunswick Point,Brunswick Point,,,FALSE,FALSE,FALSE,FALSE,FALSE
Brunswick corner,Brunswick Point,Brunswick Point,,,FALSE,FALSE,FALSE,FALSE,FALSE
Brunswick Corner,Brunswick Point,Brunswick Point,,,FALSE,FALSE,FALSE,FALSE,FALSE
Brunswick corner - inner mud,Brunswick Point (inner mud),Brunswick Point,,inner mud,FALSE,TRUE,FALSE,FALSE,FALSE
Brunswick corner - outer edge of mud,Brunswick Point (outer mud),Brunswick Point,,outer mud,FALSE,TRUE,FALSE,FALSE,FALSE
Brunswick corner and tide edge,Brunswick Point (tide edge),Brunswick Point,,tide edge,FALSE,FALSE,FALSE,TRUE,FALSE
Brunswick corner inner mud,Brunswick Point (inner mud),Brunswick Point,,inner mud,FALSE,TRUE,FALSE,FALSE,FALSE
Brunswick Point,Brunswick Point,Brunswick Point,,,FALSE,FALSE,FALSE,FALSE,FALSE
Brunswick Point - marsh tip,Brunswick Point (marsh tip),Brunswick Point,,marsh tip,FALSE,FALSE,TRUE,FALSE,FALSE
Brunswick Point - tide edge,Brunswick Point (tide edge),Brunswick Point,,tide edge,FALSE,FALSE,FALSE,TRUE,FALSE
Brunswick Point corner,Brunswick Point,Brunswick Point,,,FALSE,FALSE,FALSE,FALSE,FALSE
Brunswick Point corner - mid to far mud,Brunswick Point (mid mud - outer mud),Brunswick Point,,mid mud - outer mud,FALSE,TRUE,FALSE,FALSE,FALSE
Brunswick Point corner - mudroost,Brunswick Point (mud roost),Brunswick Point,,mud roost,FALSE,TRUE,FALSE,FALSE,FALSE
Brunswick Point corner - on tide edge,Brunswick Point (tide edge),Brunswick Point,,tide edge,FALSE,FALSE,FALSE,TRUE,FALSE
Brunswick Point corner - tide edge,Brunswick Point (tide edge),Brunswick Point,,tide edge,FALSE,FALSE,FALSE,TRUE,FALSE
Brunswick Point corner -mid mud to water edge,Brunswick Point (mid mud - tide edge),Brunswick Point,,mid mud - tide edge,FALSE,TRUE,FALSE,TRUE,FALSE
"Brunswick Point corner -mid mud, east of roost",Brunswick Point (mid mud),Brunswick Point,,mid mud,FALSE,TRUE,FALSE,FALSE,FALSE
Brunswick Point marsh,Brunswick Point (marsh),Brunswick Point,,marsh,FALSE,FALSE,TRUE,FALSE,FALSE
Brunswick point marsh tip,Brunswick Point (marsh tip),Brunswick Point,,marsh tip,FALSE,FALSE,TRUE,FALSE,FALSE
Brunswick Point marsh tip,Brunswick Point (marsh tip),Brunswick Point,,marsh tip,FALSE,FALSE,TRUE,FALSE,FALSE
Brunswick Point marsh tip - tide edge,Brunswick Point (marsh tip - tide edge),Brunswick Point,,marsh tip - tide edge,FALSE,FALSE,TRUE,TRUE,FALSE
Brunswick Point marsh tip (in flight),Brunswick Point (marsh tip - flying),Brunswick Point,,marsh tip - flying,FALSE,FALSE,TRUE,FALSE,TRUE
Brunswick Point marsh tip (mud islet),Brunswick Point (marsh tip - mud islet),Brunswick Point,,marsh tip - mud islet,FALSE,TRUE,TRUE,FALSE,FALSE
Brunswick Point marsh tip & mudislet,Brunswick Point (marsh tip - mud islet),Brunswick Point,,marsh tip - mud islet,FALSE,TRUE,TRUE,FALSE,FALSE
Brunswick Point marsh tip edges,Brunswick Point (marsh tip),Brunswick Point,,marsh tip,FALSE,FALSE,TRUE,FALSE,FALSE
Brunswick Point mudroost,Brunswick Point (mud roost),Brunswick Point,,mud roost,FALSE,TRUE,FALSE,FALSE,FALSE
Brunswick Point outer marsh edge,Brunswick Point (marsh),Brunswick Point,,marsh,FALSE,FALSE,TRUE,FALSE,FALSE
Brunswick Point tip - flew in to corner,Brunswick Point,Brunswick Point,,,FALSE,FALSE,FALSE,FALSE,FALSE
Brunswick Pt - near tip,Brunswick Point (marsh tip),Brunswick Point,,marsh tip,FALSE,FALSE,TRUE,FALSE,FALSE
Brunswick Pt - tide edge to pilings,Brunswick Point to Pilings (tide edge),Brunswick Point,Pilings,tide edge,FALSE,FALSE,FALSE,TRUE,FALSE
Brunswick Pt corner,Brunswick Point,Brunswick Point,,,FALSE,FALSE,FALSE,FALSE,FALSE
Brunswick Pt corner - at tide edge,Brunswick Point (tide edge),Brunswick Point,,tide edge,FALSE,FALSE,FALSE,TRUE,FALSE
Brunswick Pt corner - center mud,Brunswick Point (mid mud),Brunswick Point,,mid mud,FALSE,TRUE,FALSE,FALSE,FALSE
Brunswick Pt corner - in flight,Brunswick Point (flying),Brunswick Point,,flying,FALSE,FALSE,FALSE,FALSE,TRUE
Brunswick Pt corner - inner mud,Brunswick Point (inner mud),Brunswick Point,,inner mud,FALSE,TRUE,FALSE,FALSE,FALSE
Brunswick Pt corner - inner to mid mud,Brunswick Point (inner mud - mid mud),Brunswick Point,,inner mud - mid mud,FALSE,TRUE,FALSE,FALSE,FALSE
Brunswick Pt corner - marsh edge,Brunswick Point (marsh),Brunswick Point,,marsh,FALSE,FALSE,TRUE,FALSE,FALSE
Brunswick Pt corner - marsh edge mud,Brunswick Point (marsh),Brunswick Point,,marsh,FALSE,FALSE,TRUE,FALSE,FALSE
Brunswick Pt corner - marsh tip,Brunswick Point (marsh tip),Brunswick Point,,marsh tip,FALSE,FALSE,TRUE,FALSE,FALSE
Brunswick Pt corner - mid mud area,Brunswick Point (mid mud),Brunswick Point,,mid mud,FALSE,TRUE,FALSE,FALSE,FALSE
Brunswick Pt corner - mud roost,Brunswick Point (mud roost),Brunswick Point,,mud roost,FALSE,TRUE,FALSE,FALSE,FALSE
Brunswick Pt corner - mudroost,Brunswick Point (mud roost),Brunswick Point,,mud roost,FALSE,TRUE,FALSE,FALSE,FALSE
Brunswick Pt corner - on tide line,Brunswick Point (tide edge),Brunswick Point,,tide edge,FALSE,FALSE,FALSE,TRUE,FALSE
Brunswick Pt corner - outer mud,Brunswick Point (outer mud),Brunswick Point,,outer mud,FALSE,TRUE,FALSE,FALSE,FALSE
Brunswick Pt corner - tide & marsh edge,Brunswick Point (marsh - tide edge),Brunswick Point,,marsh - tide edge,FALSE,FALSE,TRUE,TRUE,FALSE
Brunswick Pt corner - tide edge,Brunswick Point (tide edge),Brunswick Point,,tide edge,FALSE,FALSE,FALSE,TRUE,FALSE
Brunswick Pt corner - tide edge near marsh tip,Brunswick Point (marsh tip - tide edge),Brunswick Point,,marsh tip - tide edge,FALSE,FALSE,TRUE,TRUE,FALSE
Brunswick Pt corner - West end mumblies,Brunswick Point (west end mumblies),Brunswick Point,,west end mumblies,TRUE,FALSE,FALSE,FALSE,FALSE
Brunswick Pt corner -marsh,Brunswick Point (marsh),Brunswick Point,,marsh,FALSE,FALSE,TRUE,FALSE,FALSE
Brunswick Pt corner -tide edge,Brunswick Point (tide edge),Brunswick Point,,tide edge,FALSE,FALSE,FALSE,TRUE,FALSE
Brunswick Pt corner (from view corner),Brunswick Point (seen from View corner),Brunswick Point,,seen from View corner,FALSE,FALSE,FALSE,FALSE,FALSE
Brunswick Pt corner (from viewcorner),Brunswick Point (seen from View corner),Brunswick Point,,seen from View corner,FALSE,FALSE,FALSE,FALSE,FALSE
Brunswick Pt corner (inner mud),Brunswick Point (inner mud),Brunswick Point,,inner mud,FALSE,TRUE,FALSE,FALSE,FALSE
Brunswick Pt corner (inner to mid mud),Brunswick Point (inner mud - mid mud),Brunswick Point,,inner mud - mid mud,FALSE,TRUE,FALSE,FALSE,FALSE
Brunswick Pt corner (mid mud & marsh edge),Brunswick Point (marsh - mid mud),Brunswick Point,,marsh - mid mud,FALSE,TRUE,TRUE,FALSE,FALSE
Brunswick Pt corner (mid mud),Brunswick Point (mid mud),Brunswick Point,,mid mud,FALSE,TRUE,FALSE,FALSE,FALSE
Brunswick Pt corner marsh edge (mid mud),Brunswick Point (marsh - mid mud),Brunswick Point,,marsh - mid mud,FALSE,TRUE,TRUE,FALSE,FALSE
Brunswick Pt corner mid-mud,Brunswick Point (mid mud),Brunswick Point,,mid mud,FALSE,TRUE,FALSE,FALSE,FALSE
Brunswick Pt corner mudislet,Brunswick Point (mud islet),Brunswick Point,,mud islet,FALSE,TRUE,FALSE,FALSE,FALSE
Brunswick Pt corner mudislet (another),Brunswick Point (mud islet),Brunswick Point,,mud islet,FALSE,TRUE,FALSE,FALSE,FALSE
Brunswick Pt corner mudroost,Brunswick Point (mud roost),Brunswick Point,,mud roost,FALSE,TRUE,FALSE,FALSE,FALSE
Brunswick Pt corner to pilings,Pilings to Brunswick Point,Brunswick Point,Pilings,,FALSE,FALSE,FALSE,FALSE,FALSE
Brunswick Pt corner to pilings (inner mud),Brunswick Point to Pilings (inner mud),Brunswick Point,Pilings,inner mud,FALSE,TRUE,FALSE,FALSE,FALSE
Brunswick Pt corner to view corner,View corner to Brunswick Point,Brunswick Point,View corner,,FALSE,FALSE,FALSE,FALSE,FALSE
Brunswick Pt corner to west end pilings,Brunswick Point to West end pilings,Brunswick Point,Pilings,,FALSE,FALSE,FALSE,FALSE,FALSE
Brunswick Pt corner-west end mumblies,Brunswick Point (west end mumblies),Brunswick Point,,west end mumblies,TRUE,FALSE,FALSE,FALSE,FALSE
"Brunswick Pt corner, marsh edge and tide edge",Brunswick Point (marsh - tide edge),Brunswick Point,,marsh - tide edge,FALSE,FALSE,TRUE,TRUE,FALSE
Brunswick Pt end (marsh islet),Brunswick Point (marsh tip),Brunswick Point,,marsh tip,FALSE,FALSE,TRUE,FALSE,FALSE
Brunswick Pt marsh,Brunswick Point (marsh),Brunswick Point,,marsh,FALSE,FALSE,TRUE,FALSE,FALSE
Brunswick Pt mid-mud-west end mumblies,Brunswick Point (mid mud - west end mumblies),Brunswick Point,,mid mud - west end mumblies,TRUE,TRUE,FALSE,FALSE,FALSE
Brunswick Pt mudislet-west end mumblies,Brunswick Point (mud islet - west end mumblies),Brunswick Point,,west end mumblies - mud islet,TRUE,TRUE,FALSE,FALSE,FALSE
Brunswick Pt to west end mumblies - tide edge,Brunswick Point (west end mumblies - tide edge),Brunswick Point,,west end mumblies - tide edge,TRUE,FALSE,FALSE,TRUE,FALSE
Brunswick Pt. corner mudroost,Brunswick Point (mud roost),Brunswick Point,,mud roost,FALSE,TRUE,FALSE,FALSE,FALSE
Brunswick Pt. marsh tip,Brunswick Point (marsh tip),Brunswick Point,,marsh tip,FALSE,FALSE,TRUE,FALSE,FALSE
C. corner&jettyside,Coal Port corner to Coal Port jetty side marsh,Coal Port,Coal Port,,FALSE,FALSE,FALSE,FALSE,FALSE
C. Port corner,Coal Port corner,Coal Port,,,FALSE,FALSE,FALSE,FALSE,FALSE
C.Port corner,Coal Port corner,Coal Port,,,FALSE,FALSE,FALSE,FALSE,FALSE
C.Port corner - 2 fields behind,Coal Port corner (field),Coal Port,,field,FALSE,FALSE,FALSE,FALSE,FALSE
C.Port corner - 2 fields further back,Coal Port corner (field),Coal Port,,field,FALSE,FALSE,FALSE,FALSE,FALSE
C.Port corner - at tide edge,Coal Port corner (tide edge),Coal Port,,tide edge,FALSE,FALSE,FALSE,TRUE,FALSE
C.Port corner - close,Coal Port corner,Coal Port,,,FALSE,FALSE,FALSE,FALSE,FALSE
C.Port corner - corner field,Coal Port corner (field),Coal Port,,field,FALSE,FALSE,FALSE,FALSE,FALSE
C.Port corner - corner fields,Coal Port corner (field),Coal Port,,field,FALSE,FALSE,FALSE,FALSE,FALSE
C.Port corner - far,Coal Port corner,Coal Port,,,FALSE,FALSE,FALSE,FALSE,FALSE
C.Port corner - far end near sidemarsh,Coal Port jetty side marsh,Coal Port,,,FALSE,FALSE,FALSE,FALSE,FALSE
C.Port corner - flew,Coal Port corner,Coal Port,,,FALSE,FALSE,FALSE,FALSE,FALSE
C.Port corner - flying,Coal Port corner (flying),Coal Port,,flying,FALSE,FALSE,FALSE,FALSE,TRUE
C.Port corner - in flight,Coal Port corner (flying),Coal Port,,flying,FALSE,FALSE,FALSE,FALSE,TRUE
C.Port corner - inner mud to 34th pullout,Coal Port corner to 34th St pullout (inner mud),34th St pullout,Coal Port,inner mud,FALSE,TRUE,FALSE,FALSE,FALSE
C.Port corner - mid mud,Coal Port corner (mid mud),Coal Port,,mid mud,FALSE,TRUE,FALSE,FALSE,FALSE
C.Port corner - near 34th,Coal Port corner to 34th St pullout,34th St pullout,Coal Port,,FALSE,FALSE,FALSE,FALSE,FALSE
C.Port corner - seen from BP corner,Coal Port corner (seen from Brunswick Point),Coal Port,,seen from Brunswick Point,FALSE,FALSE,FALSE,FALSE,FALSE
C.Port corner - sidemarsh,Coal Port jetty side marsh,Coal Port,,,FALSE,FALSE,FALSE,FALSE,FALSE
C.Port corner - tide edge,Coal Port corner (tide edge),Coal Port,,tide edge,FALSE,FALSE,FALSE,TRUE,FALSE
C.Port corner - tire bay,Coal Port corner - tire bay (?),Coal Port,,Tire Bay,FALSE,FALSE,FALSE,FALSE,FALSE
C.Port corner (along closer side of jetty),Coal Port jetty side marsh,Coal Port,,,FALSE,FALSE,FALSE,FALSE,FALSE
C.Port corner (close to dyke),Coal Port corner (dike),Coal Port,,dike,FALSE,FALSE,FALSE,FALSE,FALSE
C.Port corner (closer to 34th),Coal Port corner to 34th St pullout,34th St pullout,Coal Port,,FALSE,FALSE,FALSE,FALSE,FALSE
C.Port corner (edge of tide),Coal Port corner (tide edge),Coal Port,,tide edge,FALSE,FALSE,FALSE,TRUE,FALSE
C.Port corner (far area),Coal Port corner,Coal Port,,,FALSE,FALSE,FALSE,FALSE,FALSE
C.Port corner (flying),Coal Port corner (flying),Coal Port,,flying,FALSE,FALSE,FALSE,FALSE,TRUE
C.Port corner (from 34th pullout),Coal Port corner (seen from 34th St pullout),Coal Port,,seen from 34th St pullout,FALSE,FALSE,FALSE,FALSE,FALSE
C.Port corner (inner mud),Coal Port corner (inner mud),Coal Port,,inner mud,FALSE,TRUE,FALSE,FALSE,FALSE
C.Port corner (near area),Coal Port corner,Coal Port,,,FALSE,FALSE,FALSE,FALSE,FALSE
C.Port corner (seen from 34th),Coal Port corner (from 34th St pullout),Coal Port,,from 34th St pullout,FALSE,FALSE,FALSE,FALSE,FALSE
C.Port corner (water edge),Coal Port corner (tide edge),Coal Port,,tide edge,FALSE,FALSE,FALSE,TRUE,FALSE
C.Port corner & CP sidemarsh,Coal Port corner to Coal Port jetty side marsh,Coal Port,Coal Port,,FALSE,FALSE,FALSE,FALSE,FALSE
C.Port corner & sidemarsh (from 34th pullout),Coal Port corner to Coal Port jetty side marsh (seen from 34th St pullout),Coal Port,Coal Port,seen from 34th St pullout,FALSE,FALSE,FALSE,FALSE,FALSE
C.Port corner and side marsh,Coal Port corner to Coal Port jetty side marsh,Coal Port,Coal Port,,FALSE,FALSE,FALSE,FALSE,FALSE
C.Port corner thru to 34th,Coal Port corner to 34th St pullout,34th St pullout,Coal Port,,FALSE,FALSE,FALSE,FALSE,FALSE
C.Port corner to 34th,Coal Port corner to 34th St pullout,34th St pullout,Coal Port,,FALSE,FALSE,FALSE,FALSE,FALSE
C.Port corner to 34th (seen from 34th),Coal Port corner to 34th St pullout (seen from 34th St pullout),34th St pullout,Coal Port,seen from 34th St pullout,FALSE,FALSE,FALSE,FALSE,FALSE
C.Port corner to 34th marsh,Coal Port corner to 34th St pullout (marsh),34th St pullout,Coal Port,marsh,FALSE,FALSE,TRUE,FALSE,FALSE
C.Port corner to 34th pullout,Coal Port corner to 34th St pullout,34th St pullout,Coal Port,,FALSE,FALSE,FALSE,FALSE,FALSE
C.Port corner to east end mumblies,Coal Port corner (east end mumblies),Coal Port,,east end mumblies,TRUE,FALSE,FALSE,FALSE,FALSE
C.Port corner to east end mumblies (far flock),Coal Port corner (east end mumblies),Coal Port,,east end mumblies,TRUE,FALSE,FALSE,FALSE,FALSE
C.Port corner to sidemarsh,Coal Port corner to Coal Port jetty side marsh,Coal Port,Coal Port,,FALSE,FALSE,FALSE,FALSE,FALSE
C.Port corner to sidemarsh (far),Coal Port corner to Coal Port jetty side marsh,Coal Port,Coal Port,,FALSE,FALSE,FALSE,FALSE,FALSE
C.Port corner to w of 34th -mid mud to tide edge,Coal Port corner to 34th St pullout (mid mud - tide edge),34th St pullout,Coal Port,mid mud - tide edge,FALSE,TRUE,FALSE,TRUE,FALSE
C.Port corner-east end and side marsh,Coal Port corner to Coal Port jetty side marsh,Coal Port,Coal Port,,FALSE,FALSE,FALSE,FALSE,FALSE
"C.Port corner, sidemarsh&jetty edge",Coal Port corner to Coal Port jetty side marsh,Coal Port,Coal Port,,FALSE,FALSE,FALSE,FALSE,FALSE
"C.Port corner, thru 34th to bend",Coal Port corner to Bend,Bend,Coal Port,,FALSE,FALSE,FALSE,FALSE,FALSE
C.Port corner(fly),Coal Port corner (flying),Coal Port,,flying,FALSE,FALSE,FALSE,FALSE,TRUE
C.Port corner& side marsh,Coal Port corner jetty side marsh,Coal Port,,,FALSE,FALSE,FALSE,FALSE,FALSE
C.Port jetty beyond sidemarsh,Coal Port jetty side marsh,Coal Port,,,FALSE,FALSE,FALSE,FALSE,FALSE
"C.Port jetty sidemarsh, corner to 34th",Coal Port jetty side marsh to 34th St pullout,34th St pullout,Coal Port,,FALSE,FALSE,FALSE,FALSE,FALSE
"C.Port jetty,sidemarsh thru corner to 34th",Coal Port jetty side marsh to 34th St pullout,34th St pullout,Coal Port,,FALSE,FALSE,FALSE,FALSE,FALSE
C.Port sidemarsh,Coal Port jetty side marsh,Coal Port,,,FALSE,FALSE,FALSE,FALSE,FALSE
C.Port sidemarsh & corner,Coal Port corner to Coal Port jetty side marsh,Coal Port,Coal Port,,FALSE,FALSE,FALSE,FALSE,FALSE
C.Port sidemarsh & corner  (seen from 34th),Coal Port corner to Coal Port jetty side marsh (seen from 34th St pullout),Coal Port,Coal Port,seen from 34th St pullout,FALSE,FALSE,FALSE,FALSE,FALSE
C.Port sidemarsh thru corner to 34th,Coal Port corner to 34th St pullout,34th St pullout,Coal Port,,FALSE,FALSE,FALSE,FALSE,FALSE
C.Port sidemarsh&corner (seen from 34th),Coal Port corner to Coal Port jetty side marsh (seen from 34th St pullout),Coal Port,Coal Port,seen from 34th St pullout,FALSE,FALSE,FALSE,FALSE,FALSE
C.Port sidemarsh&corner to 34th (seen from 34th),Coal Port jetty side marsh to 34th St pullout (seen from 34th St pullout),34th St pullout,Coal Port,seen from 34th St pullout,FALSE,FALSE,FALSE,FALSE,FALSE
C.Port sidemarsh&corner to 34th & east end pilings,Coal Port jetty side marsh to 34th St pullout (seen from 34th St pullout),34th St pullout,Coal Port,seen from 34th St pullout,FALSE,FALSE,FALSE,FALSE,FALSE
C.Port to Bruns,Coal Port corner to Brunswick Point,Brunswick Point,Coal Port,,FALSE,FALSE,FALSE,FALSE,FALSE
C.Port to Bruns. corner,Coal Port corner to Brunswick Point,Brunswick Point,Coal Port,,FALSE,FALSE,FALSE,FALSE,FALSE
Canoe Pass,Canoe Pass,Canoe Pass,,,FALSE,FALSE,FALSE,FALSE,FALSE
Canoe Pass-Bruns Pt.,Canoe Pass to Brunswick Point,Canoe Pass,Brunswick Point,,FALSE,FALSE,FALSE,FALSE,FALSE
coal port corner,Coal Port corner,Coal Port,,,FALSE,FALSE,FALSE,FALSE,FALSE
Coal Port corner,Coal Port corner,Coal Port,,,FALSE,FALSE,FALSE,FALSE,FALSE
Coal Port Corner,Coal Port corner,Coal Port,,,FALSE,FALSE,FALSE,FALSE,FALSE
Coal Port corner - near,Coal Port corner,Coal Port,,,FALSE,FALSE,FALSE,FALSE,FALSE
Coal Port corner - to tide edge,Coal Port corner (tide edge),Coal Port,,tide edge,FALSE,FALSE,FALSE,TRUE,FALSE
Coal Port corner & side marsh,Coal Port corner (side marsh),Coal Port,,side marsh,FALSE,FALSE,TRUE,FALSE,FALSE
Coal Port corner to 34th,Coal Port corner to 34th St pullout,34th St pullout,Coal Port,,FALSE,FALSE,FALSE,FALSE,FALSE
Coal Port corner to 34th pullout,Coal Port corner to 34th St pullout,34th St pullout,Coal Port,,FALSE,FALSE,FALSE,FALSE,FALSE
coalport corner,Coal Port corner,Coal Port,,,FALSE,FALSE,FALSE,FALSE,FALSE
CoalPort corner and jetty side marsh,Coal Port corner to Coal Port jetty side marsh,Coal Port,Coal Port,,FALSE,FALSE,FALSE,FALSE,FALSE
coalport/side marsh detail,Coal Port jetty side marsh,Coal Port,,,FALSE,FALSE,FALSE,FALSE,FALSE
coalport/side marsh first,Coal Port jetty side marsh,Coal Port,,,FALSE,FALSE,FALSE,FALSE,FALSE
coalport/side marsh second,Coal Port jetty side marsh,Coal Port,,,FALSE,FALSE,FALSE,FALSE,FALSE
corner to pilings,Pilings to View corner,View corner,Pilings,,FALSE,FALSE,FALSE,FALSE,FALSE
CP corner,Coal Port corner,Coal Port,,,FALSE,FALSE,FALSE,FALSE,FALSE
CP corner - all mudflat,Coal Port corner (mid mud),Coal Port,,mid mud,FALSE,TRUE,FALSE,FALSE,FALSE
CP corner - east end mumblies,Coal Port corner (east end mumblies),Coal Port,,east end mumblies,TRUE,FALSE,FALSE,FALSE,FALSE
CP corner - inner mud,Coal Port corner (inner mud),Coal Port,,inner mud,FALSE,TRUE,FALSE,FALSE,FALSE
CP corner - tide edge,Coal Port corner (tide edge),Coal Port,,tide edge,FALSE,FALSE,FALSE,TRUE,FALSE
CP corner (flying),Coal Port corner (flying),Coal Port,,flying,FALSE,FALSE,FALSE,FALSE,TRUE
CP corner (seen from bend),Coal Port corner (seen from Bend),Coal Port,,seen from Bend,FALSE,FALSE,FALSE,FALSE,FALSE
CP corner and side marsh,Coal Port corner to Coal Port jetty side marsh,Coal Port,Coal Port,,FALSE,FALSE,FALSE,FALSE,FALSE
CP corner end,Coal Port corner,Coal Port,,,FALSE,FALSE,FALSE,FALSE,FALSE
CP corner to 34th,Coal Port corner to 34th St pullout,34th St pullout,Coal Port,,FALSE,FALSE,FALSE,FALSE,FALSE
CP corner to 34th pullout,Coal Port corner to 34th St pullout,34th St pullout,Coal Port,,FALSE,FALSE,FALSE,FALSE,FALSE
CP corner to E end pilings,East end pilings to Coal Port corner,Pilings,Coal Port,,FALSE,FALSE,FALSE,FALSE,FALSE
CP corner to mid pilings tide edge,Coal Port corner to Pilings (tide edge),Pilings,Coal Port,tide edge,FALSE,FALSE,FALSE,TRUE,FALSE
CP corner to W of 34th,Coal Port corner to 34th St pullout,34th St pullout,Coal Port,,FALSE,FALSE,FALSE,FALSE,FALSE
CP corner to west end mumblies,Coal Port corner (west end mumblies),Coal Port,,west end mumblies,TRUE,FALSE,FALSE,FALSE,FALSE
CP corner to west of 34th pullout,Coal Port corner to 34th St pullout,34th St pullout,Coal Port,,FALSE,FALSE,FALSE,FALSE,FALSE
CP corner up into side marsh,Coal Port corner to Coal Port jetty side marsh,Coal Port,Coal Port,,FALSE,FALSE,FALSE,FALSE,FALSE
CP corner up jetty side,Coal Port corner to Coal Port jetty side marsh,Coal Port,Coal Port,,FALSE,FALSE,FALSE,FALSE,FALSE
"CP corner, along dike",Coal Port corner (dike),Coal Port,,dike,FALSE,FALSE,FALSE,FALSE,FALSE
"CP corner, jetty",Coal Port corner jetty side marsh,Coal Port,,,FALSE,FALSE,FALSE,FALSE,FALSE
"CP corner, length of mumblies, into BP corner",Coal Port corner to Brunswick Point (mumblies),Brunswick Point,Coal Port,mumblies,TRUE,FALSE,FALSE,FALSE,FALSE
"CP corner, side marsh",Coal Port corner jetty side marsh,Coal Port,,,FALSE,FALSE,FALSE,FALSE,FALSE
CP corner(towards band site),Coal Port corner,Coal Port,,,FALSE,FALSE,FALSE,FALSE,FALSE
CP end,Coal Port corner,Coal Port,,,FALSE,FALSE,FALSE,FALSE,FALSE
CP jetty  side marsh,Coal Port jetty side marsh,Coal Port,,,FALSE,FALSE,FALSE,FALSE,FALSE
CP jetty side marsh,Coal Port jetty side marsh,Coal Port,,,FALSE,FALSE,FALSE,FALSE,FALSE
CP jetty side marsh - far,Coal Port jetty side marsh,Coal Port,,,FALSE,FALSE,FALSE,FALSE,FALSE
CP jetty side marsh (far tide edge),Coal Port jetty side marsh (far tide edge),Coal Port,,far tide edge,FALSE,FALSE,FALSE,TRUE,FALSE
CP jetty side marsh (far),Coal Port jetty side marsh,Coal Port,,,FALSE,FALSE,FALSE,FALSE,FALSE
CP jetty side marsh (from 34th pullout),Coal Port jetty side marsh (seen from 34th St pullout),Coal Port,,seen from 34th St pullout,FALSE,FALSE,FALSE,FALSE,FALSE
CP jetty side marsh (mud area),Coal Port jetty side marsh (mud area),Coal Port,,mud area,FALSE,TRUE,FALSE,FALSE,FALSE
CP jetty side marsh (seen from 34th),Coal Port jetty side marsh (seen from 34th St pullout),Coal Port,,seen from 34th St pullout,FALSE,FALSE,FALSE,FALSE,FALSE
CP jetty side marsh & into CP corner,Coal Port corner to Coal Port jetty side marsh,Coal Port,Coal Port,,FALSE,FALSE,FALSE,FALSE,FALSE
CP jetty side marsh area,Coal Port jetty side marsh,Coal Port,,,FALSE,FALSE,FALSE,FALSE,FALSE
CP jetty side marsh into CP corner,Coal Port corner to Coal Port jetty side marsh,Coal Port,Coal Port,,FALSE,FALSE,FALSE,FALSE,FALSE
CP jetty side marsh mid point,Coal Port jetty side marsh,Coal Port,,,FALSE,FALSE,FALSE,FALSE,FALSE
CP jetty side marsh outer end,Coal Port jetty side marsh,Coal Port,,,FALSE,FALSE,FALSE,FALSE,FALSE
