original_location_name,cleaned,station_n,station_s,sub_location,mumblies_yn,mud_yn,marsh_yn,tide_edge_yn,flying_yn
off pilings (inner mud),Pilings (inner mud),Pilings,,inner mud,FALSE,TRUE,FALSE,FALSE,FALSE
off pilings (inner mud) to past west end pilings,Pilings to View corner (inner mud),View corner,Pilings,inner mud,FALSE,TRUE,FALSE,FALSE,FALSE
off pilings (inner mud) to view corner,Pilings to View corner (inner mud),View corner,Pilings,inner mud,FALSE,TRUE,FALSE,FALSE,FALSE
off pilings (inner mumblies),Pilings (inner mumblies),Pilings,,inner mumblies,TRUE,FALSE,FALSE,FALSE,FALSE
off pilings (mumblie islets),Pilings (mumblies),Pilings,,mumblies,TRUE,FALSE,FALSE,FALSE,FALSE
off pilings (on mumblies to west end),Pilings (west end mumblies),Pilings,,west end mumblies,TRUE,FALSE,FALSE,FALSE,FALSE
off pilings (on mumblies),Pilings (mumblies),Pilings,,mumblies,TRUE,FALSE,FALSE,FALSE,FALSE
off pilings (outer and mid mumblies),Pilings (outer mumblies - inner mumblies),Pilings,,outer mumblies - inner mumblies,TRUE,FALSE,FALSE,FALSE,FALSE
off pilings (outer edge mumblies),Pilings (outer mumblies),Pilings,,outer mumblies,TRUE,FALSE,FALSE,FALSE,FALSE
off pilings (outer mud - beyond mumblies),Pilings (outer mud - beyond mumblies),Pilings,,outer mud - beyond mumblies,TRUE,TRUE,FALSE,FALSE,FALSE
off pilings (outer mud),Pilings (outer mud),Pilings,,outer mud,FALSE,TRUE,FALSE,FALSE,FALSE
off pilings (outer mud) to view corner,Pilings to View corner (outer mud),View corner,Pilings,outer mud,FALSE,TRUE,FALSE,FALSE,FALSE
off pilings (outer mud) to west end mumblies,Pilings (outer mud - west end mumblies),Pilings,,west end mumblies - outer mud,TRUE,TRUE,FALSE,FALSE,FALSE
off pilings (outer mumblies),Pilings (outer mumblies),Pilings,,outer mumblies,TRUE,FALSE,FALSE,FALSE,FALSE
off pilings (outer mumblies) flying,Pilings (outer mumblies - flying),Pilings,,outer mumblies - flying,TRUE,FALSE,FALSE,FALSE,TRUE
off pilings at far tide edge,Pilings (tide edge),Pilings,,tide edge,FALSE,FALSE,FALSE,TRUE,FALSE
off pilings at tide edge,Pilings (tide edge),Pilings,,tide edge,FALSE,FALSE,FALSE,TRUE,FALSE
off pilings beyond mumblies,Pilings (beyond mumblies),Pilings,,beyond mumblies,TRUE,FALSE,FALSE,FALSE,FALSE
off pilings on far edge mumblies,Pilings (outer mumblies),Pilings,,outer mumblies,TRUE,FALSE,FALSE,FALSE,FALSE
off pilings on far edge of mumblies,Pilings (outer mumblies),Pilings,,outer mumblies,TRUE,FALSE,FALSE,FALSE,FALSE
off pilings on far tide edge,Pilings (tide edge),Pilings,,tide edge,FALSE,FALSE,FALSE,TRUE,FALSE
off pilings on mumblies,Pilings (mumblies),Pilings,,mumblies,TRUE,FALSE,FALSE,FALSE,FALSE
off pilings on mumblies and beyond,Pilings (beyond mumblies),Pilings,,beyond mumblies,TRUE,FALSE,FALSE,FALSE,FALSE
off pilings on tide edge,Pilings (tide edge),Pilings,,tide edge,FALSE,FALSE,FALSE,TRUE,FALSE
off pilings to east end pilings,Pilings to East end Pilings,Pilings,Pilings,,FALSE,FALSE,FALSE,FALSE,FALSE
off pilings to W of 34th,Pilings to 34th St pullout,Pilings,34th St pullout,,FALSE,FALSE,FALSE,FALSE,FALSE
off view corner,View corner,View corner,,,FALSE,FALSE,FALSE,FALSE,FALSE
off view corner - tide edge,View corner (tide edge),View corner,,tide edge,FALSE,FALSE,FALSE,TRUE,FALSE
off W end pilings (outer mud),West end pilings (outer mud),Pilings,,outer mud,FALSE,TRUE,FALSE,FALSE,FALSE
off west end mumblies,(west end mumblies),,,west end mumblies,TRUE,FALSE,FALSE,FALSE,FALSE
off west end pilings on mumblies,West end pilings (mumblies),Pilings,,mumblies,TRUE,FALSE,FALSE,FALSE,FALSE
off Westham Island foreshore,Westham Island,Westham Island,,,FALSE,FALSE,FALSE,FALSE,FALSE
off Westham Island shore,Westham Island,Westham Island,,,FALSE,FALSE,FALSE,FALSE,FALSE
on far edge of mud out from Bruns corner,Brunswick Point (outer mud),Brunswick Point,,outer mud,FALSE,TRUE,FALSE,FALSE,FALSE
on mud bars further out near Bruns Pt.,Brunswick Point (outer mud),Brunswick Point,,outer mud,FALSE,TRUE,FALSE,FALSE,FALSE
on mumblies,(mumblies),,,mumblies,TRUE,FALSE,FALSE,FALSE,FALSE
out from east end pilings,East end pilings,Pilings,,,FALSE,FALSE,FALSE,FALSE,FALSE
out from mid pilings,Pilings,Pilings,,,FALSE,FALSE,FALSE,FALSE,FALSE
out from pilings,Pilings,Pilings,,,FALSE,FALSE,FALSE,FALSE,FALSE
out from pilings on mumblies,Pilings (mumblies),Pilings,,mumblies,TRUE,FALSE,FALSE,FALSE,FALSE
"outer ""mumblies""",(outer mumblies),,,outer mumblies,TRUE,FALSE,FALSE,FALSE,FALSE
outer bar,Pilings (outer mud),Pilings,,outer mud,FALSE,TRUE,FALSE,FALSE,FALSE
outer east end mumblies,(east end mumblies),,,east end mumblies,TRUE,FALSE,FALSE,FALSE,FALSE
outer edge mumblies,(outer mumblies),,,outer mumblies,TRUE,FALSE,FALSE,FALSE,FALSE
outer edge mumblies E to pilings,East end pilings (outer mumblies),Pilings,,outer mumblies,TRUE,FALSE,FALSE,FALSE,FALSE
outer edge mumblies off pilings,Pilings (outer mumblies),Pilings,,outer mumblies,TRUE,FALSE,FALSE,FALSE,FALSE
outer end of side marsh,Coal Port jetty side marsh,Coal Port,,,FALSE,FALSE,FALSE,FALSE,FALSE
outer end to marsh point,Coal Port jetty side marsh,Coal Port,,,FALSE,FALSE,FALSE,FALSE,FALSE
outer mud (east of pilings),East end pilings (outer mud),Pilings,,outer mud,FALSE,TRUE,FALSE,FALSE,FALSE
outer mumblies,(outer mumblies),,,outer mumblies,TRUE,FALSE,FALSE,FALSE,FALSE
outer mumblies - west end,(west end mumblies),,,west end mumblies,TRUE,FALSE,FALSE,FALSE,FALSE
outer mumblies off 34th,34th St pullout (outer mumblies),34th St pullout,,outer mumblies,TRUE,FALSE,FALSE,FALSE,FALSE
outer mumblies opposite pilings,Pilings (outer mumblies),Pilings,,outer mumblies,TRUE,FALSE,FALSE,FALSE,FALSE
outer mumblies out from pilings,Pilings (outer mumblies),Pilings,,outer mumblies,TRUE,FALSE,FALSE,FALSE,FALSE
outer mumblies- west to east end,(outer mumblies),,,outer mumblies,TRUE,FALSE,FALSE,FALSE,FALSE
outer tip Brunswick Point,Brunswick Point (marsh tip),Brunswick Point,,marsh tip,FALSE,FALSE,TRUE,FALSE,FALSE
outer tip of Brunswick Point marsh,Brunswick Point (marsh tip),Brunswick Point,,marsh tip,FALSE,FALSE,TRUE,FALSE,FALSE
outer west end mumblies,(west end mumblies),,,west end mumblies,TRUE,FALSE,FALSE,FALSE,FALSE
outside mumblies,(outer mumblies),,,outer mumblies,TRUE,FALSE,FALSE,FALSE,FALSE
outside of east end mumblies,(east end mumblies),,,east end mumblies,TRUE,FALSE,FALSE,FALSE,FALSE
over BP marsh & between CP&BP,Coal Port corner to Brunswick Point (marsh - flying),Brunswick Point,Coal Port,marsh - flying,FALSE,FALSE,TRUE,FALSE,TRUE
past west end pilings,West end pilings,Pilings,,,FALSE,FALSE,FALSE,FALSE,FALSE
piilngs pullout,Pilings,Pilings,,,FALSE,FALSE,FALSE,FALSE,FALSE
piling - on mumblies,Pilings (mumblies),Pilings,,mumblies,TRUE,FALSE,FALSE,FALSE,FALSE
piling pullout - mumblies tide edge,Pilings (mumblies - tide edge),Pilings,,mumblies - tide edge,TRUE,FALSE,FALSE,TRUE,FALSE
pilings,Pilings,Pilings,,,FALSE,FALSE,FALSE,FALSE,FALSE
Pilings,Pilings,Pilings,,,FALSE,FALSE,FALSE,FALSE,FALSE
Pilings  (on mumblies),Pilings (mumblies),Pilings,,mumblies,TRUE,FALSE,FALSE,FALSE,FALSE
Pilings  (outer mumblies on tideline),Pilings (outer mumblies - tide edge),Pilings,,outer mumblies - tide edge,TRUE,FALSE,FALSE,TRUE,FALSE
Pilings  (outer tide edge),Pilings (tide edge),Pilings,,tide edge,FALSE,FALSE,FALSE,TRUE,FALSE
pilings -  inner mud,Pilings (inner mud),Pilings,,inner mud,FALSE,TRUE,FALSE,FALSE,FALSE
pilings -  inner mud and inner mumblies,Pilings (inner mud - inner mumblies),Pilings,,inner mud - inner mumblies,TRUE,TRUE,FALSE,FALSE,FALSE
pilings -  on mumblies islets,Pilings (mumblies),Pilings,,mumblies,TRUE,FALSE,FALSE,FALSE,FALSE
pilings - all mudflat to west,Pilings (mid mud),Pilings,,mid mud,FALSE,TRUE,FALSE,FALSE,FALSE
pilings - east end,East end pilings,Pilings,,,FALSE,FALSE,FALSE,FALSE,FALSE
pilings - flying east,Pilings (flying),Pilings,,flying,FALSE,FALSE,FALSE,FALSE,TRUE
pilings - inner mud,Pilings (inner mud),Pilings,,inner mud,FALSE,TRUE,FALSE,FALSE,FALSE
pilings - inner mud - flyby,Pilings (inner mud - flying),Pilings,,inner mud - flying,FALSE,TRUE,FALSE,FALSE,TRUE
pilings - inner mud (W of W end),View corner (inner mud),View corner,,inner mud,FALSE,TRUE,FALSE,FALSE,FALSE
pilings - inner mumblies,Pilings (inner mumblies),Pilings,,inner mumblies,TRUE,FALSE,FALSE,FALSE,FALSE
pilings - inner to outer mud,Pilings (inner mud - outer mud),Pilings,,inner mud - outer mud,FALSE,TRUE,FALSE,FALSE,FALSE
pilings - marsh edges,Pilings (marsh),Pilings,,marsh,FALSE,FALSE,TRUE,FALSE,FALSE
pilings - mumblies,Pilings (mumblies),Pilings,,mumblies,TRUE,FALSE,FALSE,FALSE,FALSE
pilings - near mud,Pilings (inner mud),Pilings,,inner mud,FALSE,TRUE,FALSE,FALSE,FALSE
"pilings - near mud, by marsh",Pilings (inner mud - marsh),Pilings,,inner mud - marsh,FALSE,TRUE,TRUE,FALSE,FALSE
pilings - on mumblies,Pilings (mumblies),Pilings,,mumblies,TRUE,FALSE,FALSE,FALSE,FALSE
pilings - outer edge mumblies,Pilings (outer mumblies),Pilings,,outer mumblies,TRUE,FALSE,FALSE,FALSE,FALSE
pilings - outer mud,Pilings (outer mud),Pilings,,outer mud,FALSE,TRUE,FALSE,FALSE,FALSE
pilings - outer mud and beyond,Pilings (outer mud - beyond mumblies),Pilings,,outer mud - beyond mumblies,TRUE,TRUE,FALSE,FALSE,FALSE
"pilings - outer mud, mumblies",Pilings (outer mud - mumblies),Pilings,,outer mud - mumblies,TRUE,TRUE,FALSE,FALSE,FALSE
pilings - outer mumblies,Pilings (outer mumblies),Pilings,,outer mumblies,TRUE,FALSE,FALSE,FALSE,FALSE
pilings - outer tide edge,Pilings (tide edge),Pilings,,tide edge,FALSE,FALSE,FALSE,TRUE,FALSE
pilings - west end,West end pilings,Pilings,,,FALSE,FALSE,FALSE,FALSE,FALSE
pilings (east end),East end pilings,Pilings,,,FALSE,FALSE,FALSE,FALSE,FALSE
pilings (east),East end pilings,Pilings,,,FALSE,FALSE,FALSE,FALSE,FALSE
pilings (in mumblies),Pilings (mumblies),Pilings,,mumblies,TRUE,FALSE,FALSE,FALSE,FALSE
pilings (inner mud),Pilings (inner mud),Pilings,,inner mud,FALSE,TRUE,FALSE,FALSE,FALSE
pilings (inside mumblies),Pilings (inner mumblies),Pilings,,inner mumblies,TRUE,FALSE,FALSE,FALSE,FALSE
pilings (midflock),Pilings,Pilings,,,FALSE,FALSE,FALSE,FALSE,FALSE
pilings (mud close to dike),Pilings (mud close to dike),Pilings,,mud close to dike,FALSE,TRUE,FALSE,FALSE,FALSE
pilings (near marsh),Pilings (marsh),Pilings,,marsh,FALSE,FALSE,TRUE,FALSE,FALSE
pilings (on mumblies),Pilings (mumblies),Pilings,,mumblies,TRUE,FALSE,FALSE,FALSE,FALSE
pilings (outer mud),Pilings (outer mud),Pilings,,outer mud,FALSE,TRUE,FALSE,FALSE,FALSE
pilings (shore),Pilings (shore),Pilings,,shore,FALSE,FALSE,FALSE,FALSE,FALSE
pilings (tideline),Pilings (tide edge),Pilings,,tide edge,FALSE,FALSE,FALSE,TRUE,FALSE
pilings (west end),West end pilings,Pilings,,,FALSE,FALSE,FALSE,FALSE,FALSE
pilings (west),West end pilings,Pilings,,,FALSE,FALSE,FALSE,FALSE,FALSE
pilings and Bruns Pt.corner,Pilings to Brunswick Point,Brunswick Point,Pilings,,FALSE,FALSE,FALSE,FALSE,FALSE
pilings and view corner,Pilings to View corner,View corner,Pilings,,FALSE,FALSE,FALSE,FALSE,FALSE
pilings area,Pilings (shore),Pilings,,shore,FALSE,FALSE,FALSE,FALSE,FALSE
pilings bend,Pilings to Bend,Pilings,Bend,,FALSE,FALSE,FALSE,FALSE,FALSE
Pilings bend,Pilings to Bend,Pilings,Bend,,FALSE,FALSE,FALSE,FALSE,FALSE
pilings east end marsh,East end pilings (marsh),Pilings,,marsh,FALSE,FALSE,TRUE,FALSE,FALSE
Pilings far west end,West end pilings,Pilings,,,FALSE,FALSE,FALSE,FALSE,FALSE
pilings in mud near marsh edge,Pilings (outer mud - marsh),Pilings,,outer mud - marsh,FALSE,TRUE,TRUE,FALSE,FALSE
pilings inner mud,Pilings (inner mud),Pilings,,inner mud,FALSE,TRUE,FALSE,FALSE,FALSE
pilings into CP corner,Pilings to Coal Port corner,Pilings,Coal Port,,FALSE,FALSE,FALSE,FALSE,FALSE
pilings marsh,Pilings (marsh),Pilings,,marsh,FALSE,FALSE,TRUE,FALSE,FALSE
pilings marsh edge,Pilings (marsh),Pilings,,marsh,FALSE,FALSE,TRUE,FALSE,FALSE
pilings near mud,Pilings (inner mud),Pilings,,inner mud,FALSE,TRUE,FALSE,FALSE,FALSE
pilings pullout,Pilings,Pilings,,,FALSE,FALSE,FALSE,FALSE,FALSE
Pilings pullout,Pilings,Pilings,,,FALSE,FALSE,FALSE,FALSE,FALSE
pilings pullout - inner mud of mumblies,Pilings (inner mud - mumblies),Pilings,,inner mud - mumblies,TRUE,TRUE,FALSE,FALSE,FALSE
pilings pullout - on mumblies to west log,Pilings (mumblies),Pilings,,mumblies,TRUE,FALSE,FALSE,FALSE,FALSE
pilings pullout (inner mud),Pilings (inner mud),Pilings,,inner mud,FALSE,TRUE,FALSE,FALSE,FALSE
pilings pullout (mumblies - log to west),Pilings (mumblies),Pilings,,mumblies,TRUE,FALSE,FALSE,FALSE,FALSE
pilings pullout (tide edge),Pilings (tide edge),Pilings,,tide edge,FALSE,FALSE,FALSE,TRUE,FALSE
pilings pullout viewpoint (count 1),Pilings,Pilings,,,FALSE,FALSE,FALSE,FALSE,FALSE
pilings pullout viewpoint (count 2),Pilings,Pilings,,,FALSE,FALSE,FALSE,FALSE,FALSE
pilings pullout viewpoint (count 3),Pilings,Pilings,,,FALSE,FALSE,FALSE,FALSE,FALSE
pilings to 34th,Pilings to 34th St pullout,Pilings,34th St pullout,,FALSE,FALSE,FALSE,FALSE,FALSE
pilings to 34th marsh,34th St pullout to Pilings (marsh),Pilings,34th St pullout,marsh,FALSE,FALSE,TRUE,FALSE,FALSE
pilings to Bruns,Pilings to Brunswick Point,Brunswick Point,Pilings,,FALSE,FALSE,FALSE,FALSE,FALSE
pilings to Bruns.,Pilings to Brunswick Point,Brunswick Point,Pilings,,FALSE,FALSE,FALSE,FALSE,FALSE
"pilings to BrunsCorner, tide edge",Brunswick Point to Pilings (tide edge),Brunswick Point,Pilings,tide edge,FALSE,FALSE,FALSE,TRUE,FALSE
pilings to Brunswick Pt.,Pilings to Brunswick Point,Brunswick Point,Pilings,,FALSE,FALSE,FALSE,FALSE,FALSE
pilings to Eagle log - outer mumblies,Pilings (outer mumblies),Pilings,,outer mumblies,TRUE,FALSE,FALSE,FALSE,FALSE
pilings to view corner,Pilings to View corner,View corner,Pilings,,FALSE,FALSE,FALSE,FALSE,FALSE
pilings to view corner - inner mud,Pilings to View corner (inner mud),View corner,Pilings,inner mud,FALSE,TRUE,FALSE,FALSE,FALSE
pilings to west end mumblies - tide edge,Pilings (west end mumblies - tide edge),Pilings,,west end mumblies - tide edge,TRUE,FALSE,FALSE,TRUE,FALSE
pilings viewpoint,Pilings,Pilings,,,FALSE,FALSE,FALSE,FALSE,FALSE
pilings viewpoint (tide edge outer mumblies),Pilings (outer mumblies - tide edge),Pilings,,outer mumblies - tide edge,TRUE,FALSE,FALSE,TRUE,FALSE
pilings viewpoint to 34th,Pilings to 34th St pullout,Pilings,34th St pullout,,FALSE,FALSE,FALSE,FALSE,FALSE
pilings W end - inner mud,West end pilings (inner mud),Pilings,,inner mud,FALSE,TRUE,FALSE,FALSE,FALSE
Pilings west end,West end pilings,Pilings,,,FALSE,FALSE,FALSE,FALSE,FALSE
pilings-west end,West end pilings,Pilings,,,FALSE,FALSE,FALSE,FALSE,FALSE
Pilings-west end,West end pilings,Pilings,,,FALSE,FALSE,FALSE,FALSE,FALSE
"pilings, inside mumblies",Pilings (inner mumblies),Pilings,,inner mumblies,TRUE,FALSE,FALSE,FALSE,FALSE
pilings(east end),East end pilings,Pilings,,,FALSE,FALSE,FALSE,FALSE,FALSE
pilings(mudbar),Pilings (mid mud),Pilings,,mid mud,FALSE,TRUE,FALSE,FALSE,FALSE
pilings/outer bar,Pilings (outer mud),Pilings,,outer mud,FALSE,TRUE,FALSE,FALSE,FALSE
"S. end ""mumblies""",(outer mumblies),,,outer mumblies,TRUE,FALSE,FALSE,FALSE,FALSE
second sweep,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
seen flying over Brunswick Pt marsh,Brunswick Point (marsh - flying),Brunswick Point,,marsh - flying,FALSE,FALSE,TRUE,FALSE,TRUE
some flocks in air over Canoe Pass,Canoe Pass (flying),Canoe Pass,,flying,FALSE,FALSE,FALSE,FALSE,TRUE
spooked by PEFA,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
summary count 1 - 3,,,,,FALSE,FALSE,FALSE,FALSE,FALSE
the bend,Bend,Bend,,,FALSE,FALSE,FALSE,FALSE,FALSE
to 34th pullout,34th St pullout,34th St pullout,,,FALSE,FALSE,FALSE,FALSE,FALSE
took off from W end pilings on mumblies,West end pilings (mumblies - flying),Pilings,,mumblies - flying,TRUE,FALSE,FALSE,FALSE,TRUE
towards 34th pullout,34th St pullout,34th St pullout,,,FALSE,FALSE,FALSE,FALSE,FALSE
view corner,View corner,View corner,,,FALSE,FALSE,FALSE,FALSE,FALSE
View corner,View corner,View corner,,,FALSE,FALSE,FALSE,FALSE,FALSE
view corner -  inner mud BP corner,View corner to Brunswick Point (inner mud),Brunswick Point,View corner,inner mud,FALSE,TRUE,FALSE,FALSE,FALSE
view corner -  mid mud to Bruns Pt corner,View corner to Brunswick Point (mid mud),Brunswick Point,View corner,mid mud,FALSE,TRUE,FALSE,FALSE,FALSE
view corner - (mudislet)outer&inner mud,View corner (mud islet - inner mud - outer mud),View corner,,mud islet - inner mud - outer mud,FALSE,TRUE,FALSE,FALSE,FALSE
view corner - all Bruns corner area,View corner to Brunswick Point,Brunswick Point,View corner,,FALSE,FALSE,FALSE,FALSE,FALSE
view corner - BP corner - inner mud,View corner to Brunswick Point (inner mud),Brunswick Point,View corner,inner mud,FALSE,TRUE,FALSE,FALSE,FALSE
view corner - BP corner & west end mumblies,View corner to Brunswick Point (west end mumblies),Brunswick Point,View corner,west end mumblies,TRUE,FALSE,FALSE,FALSE,FALSE
view corner - BP corner to w end pilings,Brunswick Point to West end pilings (seen from View corner),Brunswick Point,Pilings,seen from View corner,FALSE,FALSE,FALSE,FALSE,FALSE
view corner - BP marsh edge and tip,View corner to Brunswick Point (marsh tip),Brunswick Point,View corner,marsh tip,FALSE,FALSE,TRUE,FALSE,FALSE
view corner - BP marsh tip,View corner to Brunswick Point (marsh tip),Brunswick Point,View corner,marsh tip,FALSE,FALSE,TRUE,FALSE,FALSE
view corner - BP mudroost,Brunswick Point to View corner (mud roost),Brunswick Point,View corner,mud roost,FALSE,TRUE,FALSE,FALSE,FALSE
view corner - BP tide edge&W end mumblies,View corner to Brunswick Point (west end mumblies - tide edge),Brunswick Point,View corner,west end mumblies - tide edge,TRUE,FALSE,FALSE,TRUE,FALSE
view corner - BP w. end mumblies -tide edge,View corner to Brunswick Point (west end mumblies - tide edge),Brunswick Point,View corner,west end mumblies - tide edge,TRUE,FALSE,FALSE,TRUE,FALSE
view corner - Bruns corner,View corner to Brunswick Point,Brunswick Point,View corner,,FALSE,FALSE,FALSE,FALSE,FALSE
view corner - Bruns corner - far flock,View corner to Brunswick Point,Brunswick Point,View corner,,FALSE,FALSE,FALSE,FALSE,FALSE
view corner - Bruns corner - near flock,View corner to Brunswick Point,Brunswick Point,View corner,,FALSE,FALSE,FALSE,FALSE,FALSE
view corner - Bruns Pt corner - inner mud,View corner to Brunswick Point (inner mud),Brunswick Point,View corner,inner mud,FALSE,TRUE,FALSE,FALSE,FALSE
view corner - Bruns Pt corner area,View corner to Brunswick Point,Brunswick Point,View corner,,FALSE,FALSE,FALSE,FALSE,FALSE
view corner - Bruns Pt outer edge,View corner to Brunswick Point,Brunswick Point,View corner,,FALSE,FALSE,FALSE,FALSE,FALSE
view corner - Brunswick corner,View corner to Brunswick Point,Brunswick Point,View corner,,FALSE,FALSE,FALSE,FALSE,FALSE
view corner - east mud,View corner (inner mud),View corner,,inner mud,FALSE,TRUE,FALSE,FALSE,FALSE
view corner - far tide edge,View corner (tide edge),View corner,,tide edge,FALSE,FALSE,FALSE,TRUE,FALSE
view corner - flying,View corner (flying),View corner,,flying,FALSE,FALSE,FALSE,FALSE,TRUE
view corner - inner & mid mud of BP corner,View corner to Brunswick Point (inner mud - mid mud),Brunswick Point,View corner,inner mud - mid mud,FALSE,TRUE,FALSE,FALSE,FALSE
view corner - inner mud,View corner (inner mud),View corner,,inner mud,FALSE,TRUE,FALSE,FALSE,FALSE
view corner - inner mud & BP corner,View corner to Brunswick Point (inner mud),Brunswick Point,View corner,inner mud,FALSE,TRUE,FALSE,FALSE,FALSE
view corner - inner mud BP corner,View corner to Brunswick Point (inner mud),Brunswick Point,View corner,inner mud,FALSE,TRUE,FALSE,FALSE,FALSE
view corner - inner mumblies to BP tip & marshedge,View corner to Brunswick Point (inner mumblies - marsh tip),Brunswick Point,View corner,inner mumblies - marsh tip,TRUE,FALSE,TRUE,FALSE,FALSE
view corner - marsh edge,View corner (marsh),View corner,,marsh,FALSE,FALSE,TRUE,FALSE,FALSE
view corner - mid range mud,View corner (mid mud),View corner,,mid mud,FALSE,TRUE,FALSE,FALSE,FALSE
view corner - mid-far mud BP corner,View corner to Brunswick Point (mid mud - outer mud),Brunswick Point,View corner,mid mud - outer mud,FALSE,TRUE,FALSE,FALSE,FALSE
view corner - mid-mud flock,View corner (mid mud),View corner,,mid mud,FALSE,TRUE,FALSE,FALSE,FALSE
view corner - mumblies off pilings,Pilings (mumblies - seen from View corner),Pilings,,mumblies - seen from View corner,TRUE,FALSE,FALSE,FALSE,FALSE
view corner - near pilings,Pilings (seen from View corner),Pilings,,seen from View corner,FALSE,FALSE,FALSE,FALSE,FALSE
view corner - outer edge mud,View corner (outer mud),View corner,,outer mud,FALSE,TRUE,FALSE,FALSE,FALSE
view corner - outer mud,View corner (outer mud),View corner,,outer mud,FALSE,TRUE,FALSE,FALSE,FALSE
view corner - outer mumblies &tide edge to marsh tip,View corner (outer mumblies - tide edge - marsh tip),View corner,,outer mumblies - tide edge - marsh tip,TRUE,FALSE,TRUE,TRUE,FALSE
view corner - outer mumblies to east,View corner (outer mumblies - east end mumblies),View corner,,outer mumblies - east end mumblies,TRUE,FALSE,FALSE,FALSE,FALSE
view corner - outer tide edge,View corner (tide edge),View corner,,tide edge,FALSE,FALSE,FALSE,TRUE,FALSE
view corner - outer W end mumblies,View corner (west end mumblies),View corner,,west end mumblies,TRUE,FALSE,FALSE,FALSE,FALSE
view corner - outer W end mumblies mudislet,View corner (mud islet - west end mumblies),View corner,,west end mumblies - mud islet,TRUE,TRUE,FALSE,FALSE,FALSE
view corner - outer west end mumblies,View corner (west end mumblies),View corner,,west end mumblies,TRUE,FALSE,FALSE,FALSE,FALSE
view corner - tide edge,View corner (tide edge),View corner,,tide edge,FALSE,FALSE,FALSE,TRUE,FALSE
view corner - tide edge (w end mumblies & BP ),View corner to Brunswick Point (west end mumblies - tide edge),Brunswick Point,View corner,west end mumblies - tide edge,TRUE,FALSE,FALSE,TRUE,FALSE
view corner - tide edge (w end mumblies),View corner to Brunswick Point (west end mumblies - tide edge),Brunswick Point,View corner,west end mumblies - tide edge,TRUE,FALSE,FALSE,TRUE,FALSE
view corner - tide edge & into BP marsh tip,View corner to Brunswick Point (tide edge - marsh tip),Brunswick Point,View corner,marsh tip - tide edge,FALSE,FALSE,TRUE,TRUE,FALSE
view corner - tide edge W end mumblies,View corner to Brunswick Point (west end mumblies - tide edge),Brunswick Point,View corner,west end mumblies - tide edge,TRUE,FALSE,FALSE,TRUE,FALSE
view corner - west end mumblie islets,View corner (mud islet - west end mumblies),View corner,,west end mumblies - mud islet,TRUE,TRUE,FALSE,FALSE,FALSE
view corner - west end mumblies & BP corner,View corner to Brunswick Point (west end mumblies),Brunswick Point,View corner,west end mumblies,TRUE,FALSE,FALSE,FALSE,FALSE
view corner - west end mumblies & BP marsh tip,View corner to Brunswick Point (west end mumblies - marsh tip),Brunswick Point,View corner,marsh tip - west end mumblies,TRUE,FALSE,TRUE,FALSE,FALSE
view corner - west end mumblies & BP outer tide,View corner to Brunswick Point (west end mumblies - tide edge),Brunswick Point,View corner,west end mumblies - tide edge,TRUE,FALSE,FALSE,TRUE,FALSE
view corner - west end mumblies islet - outer edge,View corner (mud islet - west end mumblies),View corner,,west end mumblies - mud islet,TRUE,TRUE,FALSE,FALSE,FALSE
view corner - west end mumblies(mudislet),View corner (mud islet - west end mumblies),View corner,,west end mumblies - mud islet,TRUE,TRUE,FALSE,FALSE,FALSE
view corner (area off pilings),Pilings (seen from View corner),Pilings,,seen from View corner,FALSE,FALSE,FALSE,FALSE,FALSE
view corner (BP corner inner mud),View corner to Brunswick Point (inner mud),Brunswick Point,View corner,inner mud,FALSE,TRUE,FALSE,FALSE,FALSE
view corner (BP corner&Wend mumblies tide edge),View corner to Brunswick Point (west end mumblies - tide edge),Brunswick Point,View corner,west end mumblies - tide edge,TRUE,FALSE,FALSE,TRUE,FALSE
view corner (BP corner&Wend mumblies)flying,View corner to Brunswick Point (west end mumblies - flying),Brunswick Point,View corner,west end mumblies - flying,TRUE,FALSE,FALSE,FALSE,TRUE
view corner (BP corner&West end mumblies),View corner to Brunswick Point (west end mumblies),Brunswick Point,View corner,west end mumblies,TRUE,FALSE,FALSE,FALSE,FALSE
view corner (BP marsh tip),View corner to Brunswick Point (marsh tip),Brunswick Point,View corner,marsh tip,FALSE,FALSE,TRUE,FALSE,FALSE
view corner (close to marsh edge),View corner (marsh),View corner,,marsh,FALSE,FALSE,TRUE,FALSE,FALSE
view corner (count 1),View corner,View corner,,,FALSE,FALSE,FALSE,FALSE,FALSE
view corner (count 2),View corner,View corner,,,FALSE,FALSE,FALSE,FALSE,FALSE
view corner (count 3),View corner,View corner,,,FALSE,FALSE,FALSE,FALSE,FALSE
view corner (east of mudroost - inner mud),View corner (mud roost - inner mud),View corner,,mud roost - inner mud,FALSE,TRUE,FALSE,FALSE,FALSE
view corner (east of mudroost),View corner (mud roost),View corner,,mud roost,FALSE,TRUE,FALSE,FALSE,FALSE
view corner (flying),View corner (flying),View corner,,flying,FALSE,FALSE,FALSE,FALSE,TRUE
view corner (inner mud - B.P. corner),View corner to Brunswick Point (inner mud),Brunswick Point,View corner,inner mud,FALSE,TRUE,FALSE,FALSE,FALSE
