"year","survey_date","julian_day","dos","start_time","n_s","station_n","station_s","final_count","wesa_count","dunl_count","log_wesa","log_dunl","p_wesa","predicted_p_wesa","raptor_count","elev_min","elev_max","elev_median","elev_mean","elev_range","flow","total_precip","mean_temp","u","v","windspd","wind_deg"
"1997",1997-05-03,123,0.704770954701228,"14:25","S","Coal Port",,1270,1218,52,7.10578612948127,3.97029191355212,96.7741935483871,0.958796262066375,,1.94,4.67,3.075,3.16875,2.73,6020,1.3,12.4,-15,9.95857776054672,16.3333333333333,144.131300204963
"1997",1997-05-03,123,0.704770954701228,"14:50","N","Pilings",,2000,1918,82,7.5595594960077,4.4188406077966,96.7741935483871,0.958796262066375,,1.94,4.67,3.075,3.16875,2.73,6020,1.3,12.4,-15,9.95857776054672,16.3333333333333,144.131300204963
"1997",1997-05-04,124,0.84524743603439,"16:00","N","Brunswick Point",,13500,12890,610,9.4642846724431,6.4150969591716,94.8307244266473,0.954824502456578,1,1.48,4.62,3.29,3.13375,3.14,5860,3.4,10.5,-0.955064977168116,16.358253177284,18.0833333333333,95.3547932356495
"1997",1997-05-04,124,0.84524743603439,"15:30","S","Coal Port",,27000,25780,1220,10.1573930655004,7.1074254741107,94.8307244266473,0.954824502456578,1,1.48,4.62,3.29,3.13375,3.14,5860,3.4,10.5,-0.955064977168116,16.358253177284,18.0833333333333,95.3547932356495
"1997",1997-05-04,124,0.84524743603439,"16:00","N","Pilings",,3000,2864,136,7.96032362914884,4.91998092582813,94.8307244266473,0.954824502456578,1,1.48,4.62,3.29,3.13375,3.14,5860,3.4,10.5,-0.955064977168116,16.358253177284,18.0833333333333,95.3547932356495
"1997",1997-05-05,125,0.985723917367551,"16:40","N","Brunswick Point",,10500,9945,555,9.20492573927468,6.32076829425058,92.4864446165763,0.947127980769147,,1.23,4.62,3.28,3.18416666666667,3.39,5710,13.8,10.8,-1.56283359900237,12.8025007891587,12.875,97.8244691203701
"1997",1997-05-05,125,0.985723917367551,"16:30","N","Brunswick Point",,13300,12597,703,9.44129335018187,6.55677835615804,92.4864446165763,0.947127980769147,,1.23,4.62,3.28,3.18416666666667,3.39,5710,13.8,10.8,-1.56283359900237,12.8025007891587,12.875,97.8244691203701
"1997",1997-05-05,125,0.985723917367551,"16:15","S","Coal Port",,14000,13260,740,9.4925826756776,6.60800062529609,92.4864446165763,0.947127980769147,,1.23,4.62,3.28,3.18416666666667,3.39,5710,13.8,10.8,-1.56283359900237,12.8025007891587,12.875,97.8244691203701
"1997",1997-05-06,126,1.12620039870071,"16:40","N","Brunswick Point",,8400,7846,554,8.96788657212747,6.31896811374643,91.0828025477707,0.934067142096418,1,0.9,4.62,3.425,3.17416666666667,3.72,5690,4.1,10.1,-6.28533185327596,3.53076847612702,10.5833333333333,160.854000476354
"1997",1997-05-06,126,1.12620039870071,"16:15","S","Coal Port",,4300,4016,284,8.29829063435928,5.65248918026865,91.0828025477707,0.934067142096418,1,0.9,4.62,3.425,3.17416666666667,3.72,5690,4.1,10.1,-6.28533185327596,3.53076847612702,10.5833333333333,160.854000476354
"1997",1997-05-06,126,1.12620039870071,"16:40","N","Pilings",,2300,2148,152,7.67275789664251,5.03043792139244,91.0828025477707,0.934067142096418,1,0.9,4.62,3.425,3.17416666666667,3.72,5690,4.1,10.1,-6.28533185327596,3.53076847612702,10.5833333333333,160.854000476354
"1997",1997-05-07,127,1.26667688003387,"00:00","N","Brunswick Point",,2500,2282,218,7.7332456465298,5.3890717298165,,0.912697628791658,,0.61,4.49,3.335,3.03666666666667,3.88,5710,0,10.1,4.44626186323369,-8.42648887430876,15,-10.1463733388485
"1999",1999-04-20,110,-1.12142330262987,"10:45","N","Bend",,1100,846,254,6.74170069465205,5.54126354515843,81.5286624203822,0.769341109374723,,0.67,4.48,3.265,2.97541666666667,3.81,2280,0.9,8.5,-2.67308001180875,-4.47918699964449,11.9166666666667,-143.16776137125
"1999",1999-04-20,110,-1.12142330262987,"10:55","N","Brunswick Point",,31125,23946,7179,10.0835983340329,8.87905466204227,81.5286624203822,0.769341109374723,,0.67,4.48,3.265,2.97541666666667,3.81,2280,0.9,8.5,-2.67308001180875,-4.47918699964449,11.9166666666667,-143.16776137125
"1999",1999-04-20,110,-1.12142330262987,"10:15","S","Coal Port",,3000,2308,692,7.7445698093545,6.5410299991899,81.5286624203822,0.769341109374723,,0.67,4.48,3.265,2.97541666666667,3.81,2280,0.9,8.5,-2.67308001180875,-4.47918699964449,11.9166666666667,-143.16776137125
"1999",1999-04-20,110,-1.12142330262987,"10:30","S","Coal Port",,1450,1116,334,7.0184017990692,5.81413053182507,81.5286624203822,0.769341109374723,,0.67,4.48,3.265,2.97541666666667,3.81,2280,0.9,8.5,-2.67308001180875,-4.47918699964449,11.9166666666667,-143.16776137125
"1999",1999-04-20,110,-1.12142330262987,"10:40","N","Pilings",,170,131,39,4.88280192258637,3.68887945411394,81.5286624203822,0.769341109374723,,0.67,4.48,3.265,2.97541666666667,3.81,2280,0.9,8.5,-2.67308001180875,-4.47918699964449,11.9166666666667,-143.16776137125
"1999",1999-04-21,111,-0.980946821296709,"11:45","N","Brunswick Point",,28000,22656,5344,10.0282241339375,8.58391682345914,,0.809160077672358,,0.87,4.46,3.225,2.96541666666667,3.59,2620,0.2,8.1,-1.56283359900237,-4.43163488855494,14.3333333333333,176.520144579119
"1999",1999-04-21,111,-0.980946821296709,"11:45","N","Brunswick Point",,1700,1376,324,7.22766249872865,5.78382518232974,,0.809160077672358,,0.87,4.46,3.225,2.96541666666667,3.59,2620,0.2,8.1,-1.56283359900237,-4.43163488855494,14.3333333333333,176.520144579119
"1999",1999-04-21,111,-0.980946821296709,"11:10","S","Coal Port",,0,0,0,0,0,,0.809160077672358,,0.87,4.46,3.225,2.96541666666667,3.59,2620,0.2,8.1,-1.56283359900237,-4.43163488855494,14.3333333333333,176.520144579119
"1999",1999-04-21,111,-0.980946821296709,"11:10","S","Coal Port",,0,0,0,0,0,,0.809160077672358,,0.87,4.46,3.225,2.96541666666667,3.59,2620,0.2,8.1,-1.56283359900237,-4.43163488855494,14.3333333333333,176.520144579119
"1999",1999-04-22,112,-0.840470339963547,"11:30","N","Brunswick Point",,51750,43518,8232,10.6809529033247,9.01590574729843,80.4988662131519,0.84091795808852,1,0.97,4.41,3.13,2.84375,3.44,3050,0,8.7,6.37462469229331,-11.1617759649595,10.125,-57.1318438097244
"1999",1999-04-22,112,-0.840470339963547,"11:05","S","Coal Port",,0,0,0,0,0,80.4988662131519,0.84091795808852,1,0.97,4.41,3.13,2.84375,3.44,3050,0,8.7,6.37462469229331,-11.1617759649595,10.125,-57.1318438097244
"1999",1999-04-22,112,-0.840470339963547,"11:05","S","Coal Port",,0,0,0,0,0,80.4988662131519,0.84091795808852,1,0.97,4.41,3.13,2.84375,3.44,3050,0,8.7,6.37462469229331,-11.1617759649595,10.125,-57.1318438097244
"1999",1999-04-22,112,-0.840470339963547,"11:20","N","Pilings",,2400,2018,382,7.61035761831284,5.94803498918065,80.4988662131519,0.84091795808852,1,0.97,4.41,3.13,2.84375,3.44,3050,0,8.7,6.37462469229331,-11.1617759649595,10.125,-57.1318438097244
"1999",1999-04-23,113,-0.699993858630386,"11:45","N","Brunswick Point",,54933,47573,7360,10.7700416725005,8.90395107205871,,0.866009995382406,2,1.28,4.27,2.955,2.83916666666667,2.99,3550,0,10.1,-1.04188906600158,-6.06217782649107,5.29166666666667,-89.6774679836384
"1999",1999-04-23,113,-0.699993858630386,"11:20","S","Coal Port",,3900,3377,523,8.12503909736775,6.26149168432104,,0.866009995382406,2,1.28,4.27,2.955,2.83916666666667,2.99,3550,0,10.1,-1.04188906600158,-6.06217782649107,5.29166666666667,-89.6774679836384
"1999",1999-04-23,113,-0.699993858630386,"11:20","S","Coal Port",,0,0,0,0,0,,0.866009995382406,2,1.28,4.27,2.955,2.83916666666667,2.99,3550,0,10.1,-1.04188906600158,-6.06217782649107,5.29166666666667,-89.6774679836384
"1999",1999-04-23,113,-0.699993858630386,"11:20","N","Pilings",,250,217,33,5.38449506278909,3.52636052461616,,0.866009995382406,2,1.28,4.27,2.955,2.83916666666667,2.99,3550,0,10.1,-1.04188906600158,-6.06217782649107,5.29166666666667,-89.6774679836384
"1999",1999-04-23,113,-0.699993858630386,"11:35","N","Pilings",,1770,1533,237,7.3356339819272,5.47227067367148,,0.866009995382406,2,1.28,4.27,2.955,2.83916666666667,2.99,3550,0,10.1,-1.04188906600158,-6.06217782649107,5.29166666666667,-89.6774679836384
"1999",1999-04-26,116,-0.278564414630902,"16:30","N","Brunswick Point",,164800,150485,14315,11.9216253355883,9.56913307188592,,0.913138488904865,,1.92,4.27,2.95,2.98291666666667,2.35,4540,0,8.7,-5.78508848717886,-9.95857776054671,15.875,-123.046096162066
"1999",1999-04-26,116,-0.278564414630902,"15:25","S","Coal Port",,13000,11871,1129,9.38193796540716,7.02997291170639,,0.913138488904865,,1.92,4.27,2.95,2.98291666666667,2.35,4540,0,8.7,-5.78508848717886,-9.95857776054671,15.875,-123.046096162066
"1999",1999-04-26,116,-0.278564414630902,"15:25","S","Coal Port",,300,274,26,5.61677109766657,3.29583686600433,,0.913138488904865,,1.92,4.27,2.95,2.98291666666667,2.35,4540,0,8.7,-5.78508848717886,-9.95857776054671,15.875,-123.046096162066
"1999",1999-04-26,116,-0.278564414630902,"00:00","N","Pilings",,10000,9131,869,9.11954000764969,6.76849321164863,,0.913138488904865,,1.92,4.27,2.95,2.98291666666667,2.35,4540,0,8.7,-5.78508848717886,-9.95857776054671,15.875,-123.046096162066
"1999",1999-04-26,116,-0.278564414630902,"00:00","N","Pilings",,13500,12327,1173,9.41962837699995,7.06817200038804,,0.913138488904865,,1.92,4.27,2.95,2.98291666666667,2.35,4540,0,8.7,-5.78508848717886,-9.95857776054671,15.875,-123.046096162066
"1999",1999-04-27,117,-0.13808793329774,"16:20","N","Brunswick Point",,202500,186792,15708,12.1377563308413,9.66198907549994,,0.922428481897285,2,1.86,4.2,2.975,3.01,2.34,4740,0,8.2,0.955064977168118,-2.4811936295855,13,3.4893444869259
"1999",1999-04-27,117,-0.13808793329774,"15:57","S","Coal Port",,0,0,0,0,0,,0.922428481897285,2,1.86,4.2,2.975,3.01,2.34,4740,0,8.2,0.955064977168118,-2.4811936295855,13,3.4893444869259
"1999",1999-04-27,117,-0.13808793329774,"15:57","S","Coal Port",,0,0,0,0,0,,0.922428481897285,2,1.86,4.2,2.975,3.01,2.34,4740,0,8.2,0.955064977168118,-2.4811936295855,13,3.4893444869259
"1999",1999-04-27,117,-0.13808793329774,"15:57","N","Pilings",,12000,11069,931,9.31199402570268,6.83733281468559,,0.922428481897285,2,1.86,4.2,2.975,3.01,2.34,4740,0,8.2,0.955064977168118,-2.4811936295855,13,3.4893444869259
"1999",1999-04-28,118,0.00238854803542126,"16:40","N","Brunswick Point",,127000,118051,8949,11.6788804843439,9.0994088112689,,0.929536515090777,2,1.58,4.18,3.04,2.97125,2.6,5110,0,9,5.81434243653636,-8.86326977710987,11.375,-25.1573882377378
"1999",1999-04-28,118,0.00238854803542126,"16:19","S","Coal Port",,0,0,0,0,0,,0.929536515090777,2,1.58,4.18,3.04,2.97125,2.6,5110,0,9,5.81434243653636,-8.86326977710987,11.375,-25.1573882377378
"1999",1999-04-28,118,0.00238854803542126,"16:19","S","Coal Port",,0,0,0,0,0,,0.929536515090777,2,1.58,4.18,3.04,2.97125,2.6,5110,0,9,5.81434243653636,-8.86326977710987,11.375,-25.1573882377378
"1999",1999-04-28,118,0.00238854803542126,"16:30","N","Pilings",,50200,46663,3537,10.7507282684335,8.17131687471973,,0.929536515090777,2,1.58,4.18,3.04,2.97125,2.6,5110,0,9,5.81434243653636,-8.86326977710987,11.375,-25.1573882377378
"1999",1999-04-29,119,0.142865029368583,"17:00","N","Brunswick Point",,222500,208007,14493,12.2453318194823,9.58149004966923,,0.934863675675164,,1.32,4.02,3.055,2.95166666666667,2.7,5450,0,10.4,6.4983827231877,-8.42648887430876,12.7916666666667,-35.7727638968826
"1999",1999-04-29,119,0.142865029368583,"16:54","S","Coal Port",,0,0,0,0,0,,0.934863675675164,,1.32,4.02,3.055,2.95166666666667,2.7,5450,0,10.4,6.4983827231877,-8.42648887430876,12.7916666666667,-35.7727638968826
"1999",1999-04-29,119,0.142865029368583,"16:54","S","Coal Port",,0,0,0,0,0,,0.934863675675164,,1.32,4.02,3.055,2.95166666666667,2.7,5450,0,10.4,6.4983827231877,-8.42648887430876,12.7916666666667,-35.7727638968826
"1999",1999-04-29,119,0.142865029368583,"16:54","N","Pilings",,1000,935,65,6.84161547647759,4.18965474202643,,0.934863675675164,,1.32,4.02,3.055,2.95166666666667,2.7,5450,0,10.4,6.4983827231877,-8.42648887430876,12.7916666666667,-35.7727638968826
"1999",1999-04-30,120,0.283341510701744,"17:00","N","Brunswick Point",,115000,107951,7049,11.5894419628672,8.86078289580631,,0.938704262829834,,1.27,4.15,3.195,3.03125,2.88,5460,0,10.7,-4.47288756551973,10,12.8333333333333,125.172448623911
"1999",1999-04-30,120,0.283341510701744,"17:24","S","Coal Port",,0,0,0,0,0,,0.938704262829834,,1.27,4.15,3.195,3.03125,2.88,5460,0,10.7,-4.47288756551973,10,12.8333333333333,125.172448623911
"1999",1999-04-30,120,0.283341510701744,"17:24","S","Coal Port",,0,0,0,0,0,,0.938704262829834,,1.27,4.15,3.195,3.03125,2.88,5460,0,10.7,-4.47288756551973,10,12.8333333333333,125.172448623911
"1999",1999-04-30,120,0.283341510701744,"17:15","N","Pilings",,2600,2441,159,7.80057265467065,5.07517381523383,,0.938704262829834,,1.27,4.15,3.195,3.03125,2.88,5460,0,10.7,-4.47288756551973,10,12.8333333333333,125.172448623911
"1999",1999-05-01,121,0.423817992034905,"09:15","N","Brunswick Point",,73000,68712,4288,11.1376936888388,8.36380888451688,,0.941265997807172,1,1.31,4.32,3.24,3.13583333333333,3.01,5270,5,10.9,-12.6031925634917,1.59204083889156e-15,18.125,169.847031230004
"1999",1999-05-01,121,0.423817992034905,"09:00","S","Coal Port",,8000,7530,470,8.92678311410135,6.15485809401642,,0.941265997807172,1,1.31,4.32,3.24,3.13583333333333,3.01,5270,5,10.9,-12.6031925634917,1.59204083889156e-15,18.125,169.847031230004
"1999",1999-05-01,121,0.423817992034905,"09:00","S","Coal Port",,6000,5648,352,8.63923381732526,5.8664680569333,,0.941265997807172,1,1.31,4.32,3.24,3.13583333333333,3.01,5270,5,10.9,-12.6031925634917,1.59204083889156e-15,18.125,169.847031230004
"1999",1999-05-02,122,0.564294473368067,"09:00","N","Brunswick Point",,22500,21210,1290,9.96227519401922,7.16317239084664,,0.942684939234441,1,1.29,4.44,3.49,3.18916666666667,3.15,4990,4.4,8.6,1.36808057330268,8.35623892592501,11.5,80.5658409793459
"1999",1999-05-02,122,0.564294473368067,"08:45","S","Coal Port",,68500,64574,3926,11.075582617964,8.27563105457801,,0.942684939234441,1,1.29,4.44,3.49,3.18916666666667,3.15,4990,4.4,8.6,1.36808057330268,8.35623892592501,11.5,80.5658409793459
"1999",1999-05-02,122,0.564294473368067,"08:45","S","Coal Port",,0,0,0,0,0,,0.942684939234441,1,1.29,4.44,3.49,3.18916666666667,3.15,4990,4.4,8.6,1.36808057330268,8.35623892592501,11.5,80.5658409793459
"1999",1999-05-02,122,0.564294473368067,"08:50","N","Pilings",,8000,7541,459,8.9282426778183,6.13122648948314,,0.942684939234441,1,1.29,4.44,3.49,3.18916666666667,3.15,4990,4.4,8.6,1.36808057330268,8.35623892592501,11.5,80.5658409793459
"1999",1999-05-03,123,0.704770954701228,"19:00","N","Brunswick Point",,79000,74500,4500,11.2185678270964,8.41205487329293,,0.94303548436887,2,1.27,4.46,3.435,3.23166666666667,3.19,4750,0.4,9.7,-6,-12.8964409229626,20,-127.330545492126
"1999",1999-05-03,123,0.704770954701228,"18:30","S","Coal Port",,17500,16503,997,9.71135805475109,6.90575327631146,,0.94303548436887,2,1.27,4.46,3.435,3.23166666666667,3.19,4750,0.4,9.7,-6,-12.8964409229626,20,-127.330545492126
"1999",1999-05-03,123,0.704770954701228,"18:30","S","Coal Port",,0,0,0,0,0,,0.94303548436887,2,1.27,4.46,3.435,3.23166666666667,3.19,4750,0.4,9.7,-6,-12.8964409229626,20,-127.330545492126
"1999",1999-05-03,123,0.704770954701228,"00:00","N","Pilings",,0,0,0,0,0,,0.94303548436887,2,1.27,4.46,3.435,3.23166666666667,3.19,4750,0.4,9.7,-6,-12.8964409229626,20,-127.330545492126
"1999",1999-05-04,124,0.84524743603439,"19:00","N","Brunswick Point",,60000,56540,3460,10.9427213176847,8.14931284363534,,0.942335899938878,,1.18,4.29,3.375,3.10208333333333,3.11,4650,0,10.2,-5.24630662585894,-9.57090707264905,13.875,-118.01372475652
"1999",1999-05-04,124,0.84524743603439,"19:15","S","Coal Port",,16000,15077,923,9.62099200677165,6.82871207164168,,0.942335899938878,,1.18,4.29,3.375,3.10208333333333,3.11,4650,0,10.2,-5.24630662585894,-9.57090707264905,13.875,-118.01372475652
"1999",1999-05-05,125,0.985723917367551,"10:35","N","Brunswick Point",,43800,41196,2604,10.6261207171525,7.86518795418747,,0.940549685830698,,1.11,4.27,3.27,2.94666666666667,3.16,4630,0,9.1,-2.60472266500395,14.7721162951831,15.5,107.292137596274
"1999",1999-05-05,125,0.985723917367551,"10:10","S","Coal Port",,41000,38563,2437,10.5600744777843,7.79893331004122,,0.940549685830698,,1.11,4.27,3.27,2.94666666666667,3.16,4630,0,9.1,-2.60472266500395,14.7721162951831,15.5,107.292137596274
"1999",1999-05-05,125,0.985723917367551,"10:10","S","Coal Port",,8800,8277,523,9.02135667230868,6.26149168432104,,0.940549685830698,,1.11,4.27,3.27,2.94666666666667,3.16,4630,0,9.1,-2.60472266500395,14.7721162951831,15.5,107.292137596274
"1999",1999-05-06,126,1.12620039870071,"09:30","N","Bend",,750,703,47,6.55677835615804,3.87120101090789,89.3044128646223,0.937582852342935,,1.4,4.4,3.365,3.1025,3,4650,5.8,11,-1.91012995433623,10.0608000131538,17.7083333333333,111.949302803701
"1999",1999-05-06,126,1.12620039870071,"09:53","N","Brunswick Point",,8267,7751,516,8.9557061535706,6.24804287450843,89.3044128646223,0.937582852342935,,1.4,4.4,3.365,3.1025,3,4650,5.8,11,-1.91012995433623,10.0608000131538,17.7083333333333,111.949302803701
"1999",1999-05-06,126,1.12620039870071,"09:10","S","Coal Port",,27500,25784,1716,10.1575482064851,7.44833386089748,89.3044128646223,0.937582852342935,,1.4,4.4,3.365,3.1025,3,4650,5.8,11,-1.91012995433623,10.0608000131538,17.7083333333333,111.949302803701
"1999",1999-05-06,126,1.12620039870071,"09:10","S","Coal Port",,5500,5157,343,8.54830418644129,5.8406416573734,89.3044128646223,0.937582852342935,,1.4,4.4,3.365,3.1025,3,4650,5.8,11,-1.91012995433623,10.0608000131538,17.7083333333333,111.949302803701
"1999",1999-05-06,126,1.12620039870071,"09:30","N","Pilings",,2400,2250,150,7.71912984090673,5.01727983681492,89.3044128646223,0.937582852342935,,1.4,4.4,3.365,3.1025,3,4650,5.8,11,-1.91012995433623,10.0608000131538,17.7083333333333,111.949302803701
